index,id,CAP,astroturf,fake_follower,financial,other,overall,self-declared,spammer,type
287,876795381841100801,0.6415870166679795,0.3,1.2,0.0,3.2,0.8,1.0,0.2,0
288,1005568886098550785,0.5222398722127631,0.0,0.4,0.0,1.1,0.6,0.0,0.2,1
289,944701467839094784,0.5982419966968565,0.4,0.4,0.0,1.4,0.7,0.0,0.2,0
290,3102658995,0.376789963905683,0.0,0.4,0.0,1.0,0.3,0.0,0.0,1
291,2363390223,0.5488888157824968,0.2,0.4,0.8,1.8,0.6,0.1,0.0,1
292,910893710308724743,0.376789963905683,0.0,0.0,0.0,1.4,0.3,0.0,0.0,1
293,850371251277352960,0.8054092120440788,1.4,2.2,0.6,3.3,3.3,0.0,0.3,1
294,923565203253579776,0.859576255252869,0.4,0.6,0.6,4.4,4.4,0.2,0.2,0
295,1069206085,0.5488888157824968,0.4,0.6,0.0,1.8,0.6,0.0,0.0,1
296,326826176,0.2333243237063545,0.1,0.0,0.0,1.5,0.0,0.0,0.0,1
297,968459856,0.3469210182245441,0.0,0.2,0.1,1.2,0.2,0.0,0.0,1
298,2950692315,1.0,0.8,0.9,0.8,5.0,5.0,0.2,0.2,0
299,932243210277130240,0.8421031637823202,0.6,2.0,1.5,4.3,4.3,1.1,0.2,0
300,437486455,0.8060512678410475,0.3,1.2,0.2,3.4,3.4,0.0,0.2,1
